"Time","Motor"
2026-02-16 01:30:00,94.3 Wh
2026-02-16 01:40:00,64.6 Wh
2026-02-16 01:50:00,44.6 Wh
2026-02-16 02:00:00,44.6 Wh
2026-02-16 02:10:00,44.2 Wh
2026-02-16 02:20:00,44.9 Wh
2026-02-16 02:30:00,44.1 Wh
2026-02-16 02:40:00,41.2 Wh
2026-02-16 02:50:00,40.5 Wh
2026-02-16 03:00:00,40.9 Wh
2026-02-16 03:10:00,40.9 Wh
2026-02-16 03:20:00,39.5 Wh
2026-02-16 03:30:00,11.5 Wh
2026-02-16 03:40:00,40.7 Wh
2026-02-16 03:50:00,41.5 Wh
2026-02-16 04:00:00,41.2 Wh
2026-02-16 04:10:00,41.4 Wh
2026-02-16 04:20:00,3.32 Wh
2026-02-16 04:30:00,0 Wh
2026-02-16 04:40:00,0 Wh
2026-02-16 04:50:00,0 Wh
2026-02-16 05:00:00,0 Wh
2026-02-16 05:10:00,0 Wh
2026-02-16 05:20:00,0 Wh
2026-02-16 05:30:00,0 Wh
2026-02-16 05:40:00,0 Wh
2026-02-16 05:50:00,0 Wh
2026-02-16 06:00:00,0 Wh
2026-02-16 06:10:00,0 Wh
2026-02-16 06:20:00,0 Wh
2026-02-16 06:30:00,0 Wh
2026-02-16 06:40:00,0 Wh
2026-02-16 06:50:00,0 Wh
2026-02-16 07:00:00,0 Wh
2026-02-16 07:10:00,0 Wh
2026-02-16 07:20:00,0 Wh
2026-02-16 07:30:00,0 Wh
2026-02-16 07:40:00,0 Wh
2026-02-16 07:50:00,0 Wh
2026-02-16 08:00:00,0 Wh
2026-02-16 08:10:00,0 Wh
2026-02-16 08:20:00,0 Wh
2026-02-16 08:30:00,0 Wh
2026-02-16 08:40:00,0 Wh
2026-02-16 08:50:00,0 Wh
2026-02-16 09:00:00,0 Wh
2026-02-16 09:10:00,0 Wh
2026-02-16 09:20:00,2.49 Wh
2026-02-16 09:30:00,25.2 Wh
2026-02-16 09:40:00,37.0 Wh
2026-02-16 09:50:00,36.9 Wh
2026-02-16 10:00:00,45.6 Wh
2026-02-16 10:10:00,44.5 Wh
2026-02-16 10:20:00,44.5 Wh
2026-02-16 10:30:00,44.2 Wh
2026-02-16 10:40:00,43.2 Wh
2026-02-16 10:50:00,42.6 Wh
2026-02-16 11:00:00,42.7 Wh
2026-02-16 11:10:00,37.1 Wh
2026-02-16 11:20:00,42.8 Wh
2026-02-16 11:30:00,42.5 Wh
2026-02-16 11:40:00,42.1 Wh
2026-02-16 11:50:00,42.0 Wh
2026-02-16 12:00:00,67.6 Wh
2026-02-16 12:10:00,69.9 Wh
2026-02-16 12:20:00,69.9 Wh
2026-02-16 12:30:00,69.4 Wh
2026-02-16 12:40:00,50.4 Wh
2026-02-16 12:50:00,0 Wh
2026-02-16 13:00:00,0 Wh
2026-02-16 13:10:00,0 Wh
2026-02-16 13:20:00,0 Wh
2026-02-16 13:30:00,0 Wh
2026-02-16 13:40:00,0 Wh
2026-02-16 13:50:00,0 Wh
2026-02-16 14:00:00,0 Wh
2026-02-16 14:10:00,0 Wh
2026-02-16 14:20:00,0 Wh
2026-02-16 14:30:00,0 Wh
2026-02-16 14:40:00,0 Wh
2026-02-16 14:50:00,0 Wh
2026-02-16 15:00:00,0 Wh
2026-02-16 15:10:00,0 Wh
2026-02-16 15:20:00,0 Wh
2026-02-16 15:30:00,0 Wh
2026-02-16 15:40:00,0 Wh
2026-02-16 15:50:00,0 Wh
2026-02-16 16:00:00,0 Wh
2026-02-16 16:10:00,0 Wh
2026-02-16 16:20:00,0 Wh
2026-02-16 16:30:00,0 Wh
2026-02-16 16:40:00,0 Wh
2026-02-16 16:50:00,0 Wh
2026-02-16 17:00:00,0 Wh
2026-02-16 17:10:00,0 Wh
2026-02-16 17:20:00,0 Wh
2026-02-16 17:30:00,0 Wh
2026-02-16 17:40:00,0 Wh
2026-02-16 17:50:00,0 Wh
2026-02-16 18:00:00,0 Wh
2026-02-16 18:10:00,56.3 Wh
2026-02-16 18:20:00,110 Wh
2026-02-16 18:30:00,112 Wh
2026-02-16 18:40:00,112 Wh
2026-02-16 18:50:00,111 Wh
2026-02-16 19:00:00,111 Wh
2026-02-16 19:10:00,111 Wh
2026-02-16 19:20:00,111 Wh
2026-02-16 19:30:00,110 Wh
2026-02-16 19:40:00,0 Wh
2026-02-16 19:50:00,0 Wh
2026-02-16 20:00:00,0 Wh
2026-02-16 20:10:00,0 Wh
2026-02-16 20:20:00,0 Wh
2026-02-16 20:30:00,0 Wh
2026-02-16 20:40:00,0 Wh
2026-02-16 20:50:00,0 Wh
2026-02-16 21:00:00,0 Wh
