"Time","POB","VPB","Core Load Switches","Payload Load Switches","Motor","Solar"
2026-03-07 23:00:00,-235 Wh,0 Wh,-1.13 kWh,-179 Wh,-1.96 kWh,2.29 kWh
2026-03-07 23:10:00,-236 Wh,0 Wh,-1.13 kWh,-180 Wh,-1.96 kWh,2.29 kWh
2026-03-07 23:20:00,-236 Wh,0 Wh,-1.13 kWh,-181 Wh,-1.96 kWh,2.29 kWh
2026-03-07 23:30:00,-237 Wh,0 Wh,-1.14 kWh,-181 Wh,-1.96 kWh,2.29 kWh
2026-03-07 23:40:00,-238 Wh,0 Wh,-1.14 kWh,-182 Wh,-1.96 kWh,2.30 kWh
2026-03-07 23:50:00,-239 Wh,0 Wh,-1.15 kWh,-183 Wh,-1.96 kWh,2.30 kWh
2026-03-08 00:00:00,-239 Wh,0 Wh,-1.15 kWh,-183 Wh,-1.96 kWh,2.30 kWh
2026-03-08 00:10:00,-240 Wh,0 Wh,-1.16 kWh,-184 Wh,-1.96 kWh,2.30 kWh
2026-03-08 00:20:00,-241 Wh,0 Wh,-1.16 kWh,-185 Wh,-1.96 kWh,2.30 kWh
2026-03-08 00:30:00,-242 Wh,0 Wh,-1.17 kWh,-186 Wh,-1.97 kWh,2.31 kWh
2026-03-08 00:40:00,-243 Wh,0 Wh,-1.17 kWh,-186 Wh,-1.97 kWh,2.31 kWh
2026-03-08 00:50:00,-244 Wh,0 Wh,-1.18 kWh,-187 Wh,-1.97 kWh,2.31 kWh
2026-03-08 01:00:00,-245 Wh,0 Wh,-1.18 kWh,-188 Wh,-1.97 kWh,2.31 kWh
2026-03-08 01:10:00,-246 Wh,0 Wh,-1.18 kWh,-188 Wh,-1.97 kWh,2.31 kWh
2026-03-08 01:20:00,-247 Wh,0 Wh,-1.19 kWh,-189 Wh,-1.97 kWh,2.32 kWh
2026-03-08 01:30:00,-248 Wh,0 Wh,-1.19 kWh,-190 Wh,-1.98 kWh,2.32 kWh
2026-03-08 01:40:00,-249 Wh,0 Wh,-1.20 kWh,-191 Wh,-1.98 kWh,2.32 kWh
2026-03-08 01:50:00,-250 Wh,0 Wh,-1.20 kWh,-191 Wh,-1.98 kWh,2.32 kWh
2026-03-08 03:00:00,-251 Wh,0 Wh,-1.21 kWh,-192 Wh,-1.98 kWh,2.32 kWh
2026-03-08 03:10:00,-252 Wh,0 Wh,-1.21 kWh,-193 Wh,-1.98 kWh,2.33 kWh
2026-03-08 03:20:00,-253 Wh,0 Wh,-1.22 kWh,-193 Wh,-1.99 kWh,2.33 kWh
2026-03-08 03:30:00,-253 Wh,0 Wh,-1.22 kWh,-194 Wh,-1.99 kWh,2.33 kWh
2026-03-08 03:40:00,-254 Wh,0 Wh,-1.23 kWh,-195 Wh,-1.99 kWh,2.33 kWh
2026-03-08 03:50:00,-255 Wh,0 Wh,-1.23 kWh,-196 Wh,-1.99 kWh,2.33 kWh
2026-03-08 04:00:00,-256 Wh,0 Wh,-1.24 kWh,-196 Wh,-1.99 kWh,2.34 kWh
2026-03-08 04:10:00,-256 Wh,0 Wh,-1.24 kWh,-197 Wh,-1.99 kWh,2.34 kWh
2026-03-08 04:20:00,-257 Wh,0 Wh,-1.24 kWh,-198 Wh,-1.99 kWh,2.34 kWh
2026-03-08 04:30:00,-258 Wh,0 Wh,-1.25 kWh,-198 Wh,-1.99 kWh,2.34 kWh
2026-03-08 04:40:00,-258 Wh,0 Wh,-1.25 kWh,-199 Wh,-1.99 kWh,2.34 kWh
2026-03-08 04:50:00,-259 Wh,0 Wh,-1.26 kWh,-200 Wh,-1.99 kWh,2.35 kWh
2026-03-08 05:00:00,-260 Wh,0 Wh,-1.26 kWh,-200 Wh,-1.99 kWh,2.35 kWh
2026-03-08 05:10:00,-260 Wh,0 Wh,-1.27 kWh,-201 Wh,-1.99 kWh,2.35 kWh
2026-03-08 05:20:00,-261 Wh,0 Wh,-1.27 kWh,-202 Wh,-1.99 kWh,2.35 kWh
2026-03-08 05:30:00,-262 Wh,0 Wh,-1.27 kWh,-203 Wh,-1.99 kWh,2.35 kWh
2026-03-08 05:40:00,-262 Wh,0 Wh,-1.27 kWh,-203 Wh,-1.99 kWh,2.36 kWh
2026-03-08 05:50:00,-263 Wh,0 Wh,-1.27 kWh,-204 Wh,-1.99 kWh,2.36 kWh
2026-03-08 06:00:00,-264 Wh,0 Wh,-1.27 kWh,-205 Wh,-1.99 kWh,2.36 kWh
2026-03-08 06:10:00,-265 Wh,0 Wh,-1.27 kWh,-205 Wh,-1.99 kWh,2.36 kWh
2026-03-08 06:20:00,-267 Wh,0 Wh,-1.27 kWh,-206 Wh,-1.99 kWh,2.36 kWh
2026-03-08 06:30:00,-268 Wh,0 Wh,-1.27 kWh,-207 Wh,-1.99 kWh,2.37 kWh
2026-03-08 06:40:00,-269 Wh,0 Wh,-1.28 kWh,-208 Wh,-2.00 kWh,2.37 kWh
2026-03-08 06:50:00,-270 Wh,0 Wh,-1.28 kWh,-208 Wh,-2.00 kWh,2.37 kWh
2026-03-08 07:00:00,-271 Wh,0 Wh,-1.29 kWh,-209 Wh,-2.00 kWh,2.37 kWh
2026-03-08 07:10:00,-272 Wh,0 Wh,-1.29 kWh,-210 Wh,-2.00 kWh,2.37 kWh
2026-03-08 07:20:00,-273 Wh,0 Wh,-1.30 kWh,-210 Wh,-2.00 kWh,2.38 kWh
2026-03-08 07:30:00,-274 Wh,0 Wh,-1.30 kWh,-211 Wh,-2.01 kWh,2.38 kWh
2026-03-08 07:40:00,-275 Wh,0 Wh,-1.30 kWh,-212 Wh,-2.01 kWh,2.38 kWh
2026-03-08 07:50:00,-276 Wh,0 Wh,-1.31 kWh,-213 Wh,-2.01 kWh,2.38 kWh
2026-03-08 08:00:00,-277 Wh,0 Wh,-1.31 kWh,-213 Wh,-2.01 kWh,2.39 kWh
2026-03-08 08:10:00,-278 Wh,0 Wh,-1.32 kWh,-214 Wh,-2.01 kWh,2.39 kWh
2026-03-08 08:20:00,-278 Wh,0 Wh,-1.32 kWh,-215 Wh,-2.01 kWh,2.40 kWh
2026-03-08 08:30:00,-279 Wh,0 Wh,-1.33 kWh,-215 Wh,-2.01 kWh,2.40 kWh
2026-03-08 08:40:00,-280 Wh,0 Wh,-1.33 kWh,-216 Wh,-2.01 kWh,2.41 kWh
2026-03-08 08:50:00,-280 Wh,0 Wh,-1.34 kWh,-217 Wh,-2.01 kWh,2.42 kWh
2026-03-08 09:00:00,-281 Wh,0 Wh,-1.34 kWh,-218 Wh,-2.01 kWh,2.44 kWh
2026-03-08 09:10:00,-282 Wh,0 Wh,-1.35 kWh,-218 Wh,-2.01 kWh,2.44 kWh
2026-03-08 09:20:00,-283 Wh,0 Wh,-1.35 kWh,-219 Wh,-2.02 kWh,2.45 kWh
2026-03-08 09:30:00,-284 Wh,0 Wh,-1.36 kWh,-220 Wh,-2.02 kWh,2.46 kWh
2026-03-08 09:40:00,-285 Wh,0 Wh,-1.36 kWh,-220 Wh,-2.02 kWh,2.47 kWh
2026-03-08 09:50:00,-286 Wh,0 Wh,-1.36 kWh,-221 Wh,-2.02 kWh,2.47 kWh
2026-03-08 10:00:00,-287 Wh,0 Wh,-1.37 kWh,-222 Wh,-2.03 kWh,2.48 kWh
2026-03-08 10:10:00,-288 Wh,0 Wh,-1.37 kWh,-223 Wh,-2.03 kWh,2.49 kWh
2026-03-08 10:20:00,-289 Wh,0 Wh,-1.38 kWh,-223 Wh,-2.03 kWh,2.50 kWh
2026-03-08 10:30:00,-290 Wh,0 Wh,-1.38 kWh,-224 Wh,-2.03 kWh,2.51 kWh
2026-03-08 10:40:00,-291 Wh,0 Wh,-1.39 kWh,-225 Wh,-2.04 kWh,2.52 kWh
2026-03-08 10:50:00,-292 Wh,0 Wh,-1.39 kWh,-225 Wh,-2.04 kWh,2.54 kWh
2026-03-08 11:00:00,-293 Wh,0 Wh,-1.40 kWh,-226 Wh,-2.04 kWh,2.56 kWh
2026-03-08 11:10:00,-294 Wh,0 Wh,-1.40 kWh,-227 Wh,-2.05 kWh,2.58 kWh
2026-03-08 11:20:00,-295 Wh,0 Wh,-1.41 kWh,-228 Wh,-2.05 kWh,2.60 kWh
2026-03-08 11:30:00,-296 Wh,0 Wh,-1.41 kWh,-228 Wh,-2.05 kWh,2.62 kWh
2026-03-08 11:40:00,-297 Wh,0 Wh,-1.42 kWh,-229 Wh,-2.06 kWh,2.65 kWh
2026-03-08 11:50:00,-298 Wh,0 Wh,-1.42 kWh,-230 Wh,-2.06 kWh,2.67 kWh
2026-03-08 12:00:00,-299 Wh,0 Wh,-1.43 kWh,-231 Wh,-2.06 kWh,2.70 kWh
2026-03-08 12:10:00,-300 Wh,0 Wh,-1.43 kWh,-231 Wh,-2.06 kWh,2.73 kWh
2026-03-08 12:20:00,-301 Wh,0 Wh,-1.43 kWh,-232 Wh,-2.07 kWh,2.76 kWh
2026-03-08 12:30:00,-302 Wh,0 Wh,-1.43 kWh,-233 Wh,-2.07 kWh,2.78 kWh
2026-03-08 12:40:00,-303 Wh,0 Wh,-1.43 kWh,-233 Wh,-2.08 kWh,2.81 kWh
2026-03-08 12:50:00,-305 Wh,0 Wh,-1.43 kWh,-234 Wh,-2.08 kWh,2.84 kWh
2026-03-08 13:00:00,-306 Wh,0 Wh,-1.43 kWh,-235 Wh,-2.08 kWh,2.87 kWh
2026-03-08 13:10:00,-307 Wh,0 Wh,-1.43 kWh,-236 Wh,-2.09 kWh,2.90 kWh
2026-03-08 13:20:00,-308 Wh,0 Wh,-1.43 kWh,-236 Wh,-2.09 kWh,2.93 kWh
2026-03-08 13:30:00,-309 Wh,0 Wh,-1.43 kWh,-237 Wh,-2.10 kWh,2.96 kWh
2026-03-08 13:40:00,-310 Wh,0 Wh,-1.43 kWh,-238 Wh,-2.10 kWh,2.98 kWh
2026-03-08 13:50:00,-311 Wh,0 Wh,-1.44 kWh,-239 Wh,-2.11 kWh,3.01 kWh
2026-03-08 14:00:00,-312 Wh,0 Wh,-1.44 kWh,-239 Wh,-2.11 kWh,3.04 kWh
2026-03-08 14:10:00,-313 Wh,0 Wh,-1.45 kWh,-240 Wh,-2.11 kWh,3.07 kWh
2026-03-08 14:20:00,-314 Wh,0 Wh,-1.45 kWh,-241 Wh,-2.12 kWh,3.10 kWh
2026-03-08 14:30:00,-315 Wh,0 Wh,-1.46 kWh,-242 Wh,-2.12 kWh,3.14 kWh
2026-03-08 14:40:00,-316 Wh,0 Wh,-1.46 kWh,-242 Wh,-2.13 kWh,3.17 kWh
2026-03-08 14:50:00,-317 Wh,0 Wh,-1.47 kWh,-243 Wh,-2.13 kWh,3.20 kWh
2026-03-08 15:00:00,-318 Wh,0 Wh,-1.47 kWh,-244 Wh,-2.14 kWh,3.23 kWh
2026-03-08 15:10:00,-319 Wh,0 Wh,-1.48 kWh,-245 Wh,-2.14 kWh,3.26 kWh
2026-03-08 15:20:00,-321 Wh,0 Wh,-1.48 kWh,-245 Wh,-2.15 kWh,3.29 kWh
2026-03-08 15:30:00,-321 Wh,0 Wh,-1.49 kWh,-246 Wh,-2.15 kWh,3.32 kWh
2026-03-08 15:40:00,-323 Wh,0 Wh,-1.49 kWh,-247 Wh,-2.16 kWh,3.35 kWh
2026-03-08 15:50:00,-324 Wh,0 Wh,-1.50 kWh,-248 Wh,-2.16 kWh,3.38 kWh
2026-03-08 16:00:00,-325 Wh,0 Wh,-1.50 kWh,-248 Wh,-2.17 kWh,3.40 kWh
2026-03-08 16:10:00,-326 Wh,0 Wh,-1.50 kWh,-249 Wh,-2.17 kWh,3.43 kWh
2026-03-08 16:20:00,-327 Wh,0 Wh,-1.51 kWh,-250 Wh,-2.17 kWh,3.45 kWh
2026-03-08 16:30:00,-328 Wh,0 Wh,-1.51 kWh,-250 Wh,-2.18 kWh,3.48 kWh
2026-03-08 16:40:00,-329 Wh,0 Wh,-1.52 kWh,-251 Wh,-2.18 kWh,3.50 kWh
2026-03-08 16:50:00,-330 Wh,0 Wh,-1.52 kWh,-252 Wh,-2.18 kWh,3.52 kWh
2026-03-08 17:00:00,-330 Wh,0 Wh,-1.52 kWh,-253 Wh,-2.18 kWh,3.53 kWh
2026-03-08 17:10:00,-331 Wh,0 Wh,-1.53 kWh,-253 Wh,-2.18 kWh,3.55 kWh
2026-03-08 17:20:00,-332 Wh,0 Wh,-1.53 kWh,-254 Wh,-2.18 kWh,3.56 kWh
2026-03-08 17:30:00,-333 Wh,0 Wh,-1.54 kWh,-255 Wh,-2.18 kWh,3.57 kWh
2026-03-08 17:40:00,-333 Wh,0 Wh,-1.54 kWh,-256 Wh,-2.18 kWh,3.58 kWh
2026-03-08 17:50:00,-334 Wh,0 Wh,-1.54 kWh,-256 Wh,-2.18 kWh,3.59 kWh
2026-03-08 18:00:00,-335 Wh,0 Wh,-1.55 kWh,-257 Wh,-2.18 kWh,3.59 kWh
2026-03-08 18:10:00,-335 Wh,0 Wh,-1.55 kWh,-258 Wh,-2.18 kWh,3.60 kWh
2026-03-08 18:20:00,-336 Wh,0 Wh,-1.56 kWh,-258 Wh,-2.18 kWh,3.60 kWh
2026-03-08 18:30:00,-337 Wh,0 Wh,-1.56 kWh,-259 Wh,-2.18 kWh,3.61 kWh
2026-03-08 18:40:00,-337 Wh,0 Wh,-1.57 kWh,-260 Wh,-2.18 kWh,3.61 kWh
2026-03-08 18:50:00,-338 Wh,0 Wh,-1.57 kWh,-261 Wh,-2.18 kWh,3.61 kWh
2026-03-08 19:00:00,-339 Wh,0 Wh,-1.57 kWh,-261 Wh,-2.18 kWh,3.62 kWh
2026-03-08 19:10:00,-340 Wh,0 Wh,-1.58 kWh,-262 Wh,-2.19 kWh,3.62 kWh
2026-03-08 19:20:00,-341 Wh,0 Wh,-1.58 kWh,-263 Wh,-2.19 kWh,3.62 kWh
2026-03-08 19:30:00,-342 Wh,0 Wh,-1.59 kWh,-264 Wh,-2.20 kWh,3.62 kWh
2026-03-08 19:40:00,-343 Wh,0 Wh,-1.59 kWh,-264 Wh,-2.21 kWh,3.62 kWh
2026-03-08 19:50:00,-344 Wh,0 Wh,-1.60 kWh,-265 Wh,-2.21 kWh,3.63 kWh
2026-03-08 20:00:00,-345 Wh,0 Wh,-1.60 kWh,-266 Wh,-2.22 kWh,3.63 kWh
2026-03-08 20:10:00,-347 Wh,0 Wh,-1.61 kWh,-266 Wh,-2.23 kWh,3.63 kWh
2026-03-08 20:20:00,-348 Wh,0 Wh,-1.61 kWh,-267 Wh,-2.23 kWh,3.63 kWh
2026-03-08 20:30:00,-349 Wh,0 Wh,-1.62 kWh,-268 Wh,-2.24 kWh,3.63 kWh
2026-03-08 20:40:00,-350 Wh,0 Wh,-1.62 kWh,-269 Wh,-2.25 kWh,3.64 kWh
2026-03-08 20:50:00,-351 Wh,0 Wh,-1.62 kWh,-269 Wh,-2.25 kWh,3.64 kWh
2026-03-08 21:00:00,-352 Wh,0 Wh,-1.63 kWh,-270 Wh,-2.26 kWh,3.64 kWh
2026-03-08 21:10:00,-353 Wh,0 Wh,-1.63 kWh,-271 Wh,-2.26 kWh,3.64 kWh
2026-03-08 21:20:00,-354 Wh,0 Wh,-1.64 kWh,-271 Wh,-2.27 kWh,3.64 kWh
2026-03-08 21:30:00,-355 Wh,0 Wh,-1.64 kWh,-272 Wh,-2.28 kWh,3.65 kWh
2026-03-08 21:40:00,-356 Wh,0 Wh,-1.65 kWh,-273 Wh,-2.28 kWh,3.65 kWh
2026-03-08 21:50:00,-357 Wh,0 Wh,-1.65 kWh,-274 Wh,-2.29 kWh,3.65 kWh
2026-03-08 22:00:00,-358 Wh,0 Wh,-1.66 kWh,-274 Wh,-2.30 kWh,3.65 kWh
2026-03-08 22:10:00,-360 Wh,0 Wh,-1.66 kWh,-275 Wh,-2.30 kWh,3.65 kWh
2026-03-08 22:20:00,-361 Wh,0 Wh,-1.67 kWh,-276 Wh,-2.31 kWh,3.66 kWh
2026-03-08 22:30:00,-362 Wh,0 Wh,-1.67 kWh,-276 Wh,-2.32 kWh,3.66 kWh
2026-03-08 22:40:00,-363 Wh,0 Wh,-1.67 kWh,-277 Wh,-2.32 kWh,3.66 kWh
2026-03-08 22:50:00,-364 Wh,0 Wh,-1.68 kWh,-278 Wh,-2.33 kWh,3.66 kWh
2026-03-08 23:00:00,-365 Wh,0 Wh,-1.68 kWh,-279 Wh,-2.33 kWh,3.66 kWh
2026-03-08 23:10:00,-365 Wh,0 Wh,-1.69 kWh,-279 Wh,-2.33 kWh,3.67 kWh
2026-03-08 23:20:00,-366 Wh,0 Wh,-1.69 kWh,-280 Wh,-2.33 kWh,3.67 kWh
2026-03-08 23:30:00,-367 Wh,0 Wh,-1.70 kWh,-281 Wh,-2.33 kWh,3.67 kWh
2026-03-08 23:40:00,-368 Wh,0 Wh,-1.70 kWh,-281 Wh,-2.33 kWh,3.67 kWh
2026-03-08 23:50:00,-368 Wh,0 Wh,-1.71 kWh,-282 Wh,-2.33 kWh,3.67 kWh
2026-03-09 00:00:00,-369 Wh,0 Wh,-1.71 kWh,-283 Wh,-2.33 kWh,3.68 kWh
2026-03-09 00:10:00,-370 Wh,0 Wh,-1.72 kWh,-284 Wh,-2.33 kWh,3.68 kWh
2026-03-09 00:20:00,-370 Wh,0 Wh,-1.72 kWh,-284 Wh,-2.33 kWh,3.68 kWh
2026-03-09 00:30:00,-371 Wh,0 Wh,-1.72 kWh,-285 Wh,-2.33 kWh,3.68 kWh
2026-03-09 00:40:00,-372 Wh,0 Wh,-1.73 kWh,-286 Wh,-2.33 kWh,3.68 kWh
2026-03-09 00:50:00,-372 Wh,0 Wh,-1.73 kWh,-286 Wh,-2.33 kWh,3.68 kWh
2026-03-09 01:00:00,-373 Wh,0 Wh,-1.74 kWh,-287 Wh,-2.33 kWh,3.69 kWh
2026-03-09 01:10:00,-374 Wh,0 Wh,-1.74 kWh,-288 Wh,-2.33 kWh,3.69 kWh
2026-03-09 01:20:00,-375 Wh,0 Wh,-1.75 kWh,-289 Wh,-2.33 kWh,3.69 kWh
2026-03-09 01:30:00,-375 Wh,0 Wh,-1.75 kWh,-289 Wh,-2.33 kWh,3.69 kWh
2026-03-09 01:40:00,-376 Wh,0 Wh,-1.76 kWh,-290 Wh,-2.33 kWh,3.69 kWh
2026-03-09 01:50:00,-377 Wh,0 Wh,-1.76 kWh,-291 Wh,-2.33 kWh,3.70 kWh
2026-03-09 02:00:00,-377 Wh,0 Wh,-1.77 kWh,-291 Wh,-2.33 kWh,3.70 kWh
2026-03-09 02:10:00,-378 Wh,0 Wh,-1.77 kWh,-292 Wh,-2.33 kWh,3.70 kWh
2026-03-09 02:20:00,-379 Wh,0 Wh,-1.78 kWh,-293 Wh,-2.33 kWh,3.70 kWh
2026-03-09 02:30:00,-379 Wh,0 Wh,-1.78 kWh,-294 Wh,-2.33 kWh,3.70 kWh
2026-03-09 02:40:00,-380 Wh,0 Wh,-1.79 kWh,-294 Wh,-2.33 kWh,3.71 kWh
2026-03-09 02:50:00,-381 Wh,0 Wh,-1.79 kWh,-295 Wh,-2.33 kWh,3.71 kWh
2026-03-09 03:00:00,-382 Wh,0 Wh,-1.79 kWh,-296 Wh,-2.33 kWh,3.71 kWh
2026-03-09 03:10:00,-383 Wh,0 Wh,-1.80 kWh,-296 Wh,-2.34 kWh,3.71 kWh
2026-03-09 03:20:00,-384 Wh,0 Wh,-1.80 kWh,-297 Wh,-2.34 kWh,3.71 kWh
2026-03-09 03:30:00,-386 Wh,0 Wh,-1.81 kWh,-298 Wh,-2.35 kWh,3.72 kWh
2026-03-09 03:40:00,-387 Wh,0 Wh,-1.81 kWh,-299 Wh,-2.35 kWh,3.72 kWh
2026-03-09 03:50:00,-388 Wh,0 Wh,-1.82 kWh,-299 Wh,-2.36 kWh,3.72 kWh
2026-03-09 04:00:00,-389 Wh,0 Wh,-1.82 kWh,-300 Wh,-2.36 kWh,3.72 kWh
2026-03-09 04:10:00,-390 Wh,0 Wh,-1.83 kWh,-301 Wh,-2.36 kWh,3.72 kWh
2026-03-09 04:20:00,-391 Wh,0 Wh,-1.83 kWh,-301 Wh,-2.37 kWh,3.73 kWh
2026-03-09 04:30:00,-392 Wh,0 Wh,-1.84 kWh,-302 Wh,-2.37 kWh,3.73 kWh
2026-03-09 04:40:00,-393 Wh,0 Wh,-1.84 kWh,-303 Wh,-2.38 kWh,3.73 kWh
2026-03-09 04:50:00,-394 Wh,0 Wh,-1.84 kWh,-304 Wh,-2.38 kWh,3.73 kWh
2026-03-09 05:00:00,-395 Wh,0 Wh,-1.85 kWh,-304 Wh,-2.39 kWh,3.73 kWh
2026-03-09 05:10:00,-396 Wh,0 Wh,-1.85 kWh,-305 Wh,-2.39 kWh,3.74 kWh
2026-03-09 05:20:00,-398 Wh,0 Wh,-1.86 kWh,-306 Wh,-2.40 kWh,3.74 kWh
2026-03-09 05:30:00,-399 Wh,0 Wh,-1.86 kWh,-306 Wh,-2.40 kWh,3.74 kWh
2026-03-09 05:40:00,-400 Wh,0 Wh,-1.87 kWh,-307 Wh,-2.41 kWh,3.74 kWh
2026-03-09 05:50:00,-401 Wh,0 Wh,-1.87 kWh,-308 Wh,-2.41 kWh,3.74 kWh
2026-03-09 06:00:00,-402 Wh,0 Wh,-1.88 kWh,-309 Wh,-2.42 kWh,3.75 kWh
2026-03-09 06:10:00,-403 Wh,0 Wh,-1.88 kWh,-309 Wh,-2.42 kWh,3.75 kWh
2026-03-09 06:20:00,-404 Wh,0 Wh,-1.89 kWh,-310 Wh,-2.43 kWh,3.75 kWh
2026-03-09 06:30:00,-405 Wh,0 Wh,-1.89 kWh,-311 Wh,-2.43 kWh,3.75 kWh
2026-03-09 06:40:00,-406 Wh,0 Wh,-1.89 kWh,-311 Wh,-2.44 kWh,3.75 kWh
2026-03-09 06:50:00,-407 Wh,0 Wh,-1.90 kWh,-312 Wh,-2.44 kWh,3.76 kWh
2026-03-09 07:00:00,-408 Wh,0 Wh,-1.90 kWh,-313 Wh,-2.45 kWh,3.76 kWh
2026-03-09 07:10:00,-409 Wh,0 Wh,-1.91 kWh,-314 Wh,-2.45 kWh,3.76 kWh
2026-03-09 07:20:00,-410 Wh,0 Wh,-1.91 kWh,-314 Wh,-2.46 kWh,3.76 kWh
2026-03-09 07:30:00,-411 Wh,0 Wh,-1.92 kWh,-315 Wh,-2.47 kWh,3.76 kWh
2026-03-09 07:40:00,-412 Wh,0 Wh,-1.92 kWh,-316 Wh,-2.47 kWh,3.77 kWh
2026-03-09 07:50:00,-413 Wh,0 Wh,-1.93 kWh,-316 Wh,-2.48 kWh,3.77 kWh
2026-03-09 08:00:00,-415 Wh,0 Wh,-1.93 kWh,-317 Wh,-2.49 kWh,3.77 kWh
2026-03-09 08:10:00,-416 Wh,0 Wh,-1.94 kWh,-318 Wh,-2.49 kWh,3.78 kWh
2026-03-09 08:20:00,-417 Wh,0 Wh,-1.94 kWh,-319 Wh,-2.50 kWh,3.78 kWh
2026-03-09 08:30:00,-418 Wh,0 Wh,-1.94 kWh,-319 Wh,-2.50 kWh,3.79 kWh
2026-03-09 08:40:00,-419 Wh,0 Wh,-1.95 kWh,-320 Wh,-2.51 kWh,3.80 kWh
2026-03-09 08:50:00,-420 Wh,0 Wh,-1.95 kWh,-321 Wh,-2.52 kWh,3.80 kWh
2026-03-09 09:00:00,-421 Wh,0 Wh,-1.96 kWh,-321 Wh,-2.52 kWh,3.81 kWh
2026-03-09 09:10:00,-422 Wh,0 Wh,-1.96 kWh,-322 Wh,-2.53 kWh,3.82 kWh
2026-03-09 09:20:00,-423 Wh,0 Wh,-1.97 kWh,-323 Wh,-2.54 kWh,3.84 kWh
2026-03-09 09:30:00,-424 Wh,0 Wh,-1.97 kWh,-324 Wh,-2.54 kWh,3.85 kWh
2026-03-09 09:40:00,-425 Wh,0 Wh,-1.98 kWh,-324 Wh,-2.55 kWh,3.86 kWh
2026-03-09 09:50:00,-426 Wh,0 Wh,-1.98 kWh,-325 Wh,-2.56 kWh,3.87 kWh
2026-03-09 10:00:00,-427 Wh,0 Wh,-1.98 kWh,-326 Wh,-2.56 kWh,3.89 kWh
2026-03-09 10:10:00,-428 Wh,0 Wh,-1.99 kWh,-326 Wh,-2.57 kWh,3.90 kWh
2026-03-09 10:20:00,-429 Wh,0 Wh,-1.99 kWh,-327 Wh,-2.58 kWh,3.92 kWh
2026-03-09 10:30:00,-430 Wh,0 Wh,-2.00 kWh,-328 Wh,-2.58 kWh,3.94 kWh
2026-03-09 10:40:00,-431 Wh,0 Wh,-2.00 kWh,-329 Wh,-2.59 kWh,3.96 kWh
2026-03-09 10:50:00,-432 Wh,0 Wh,-2.01 kWh,-329 Wh,-2.60 kWh,3.97 kWh
2026-03-09 11:00:00,-433 Wh,0 Wh,-2.01 kWh,-330 Wh,-2.60 kWh,3.99 kWh
2026-03-09 11:10:00,-435 Wh,0 Wh,-2.02 kWh,-331 Wh,-2.61 kWh,4.01 kWh
2026-03-09 11:20:00,-436 Wh,0 Wh,-2.02 kWh,-331 Wh,-2.62 kWh,4.04 kWh
2026-03-09 11:30:00,-437 Wh,0 Wh,-2.02 kWh,-332 Wh,-2.63 kWh,4.06 kWh
2026-03-09 11:40:00,-438 Wh,0 Wh,-2.03 kWh,-333 Wh,-2.64 kWh,4.08 kWh
2026-03-09 11:50:00,-439 Wh,0 Wh,-2.03 kWh,-334 Wh,-2.65 kWh,4.11 kWh
2026-03-09 12:00:00,-440 Wh,0 Wh,-2.04 kWh,-334 Wh,-2.67 kWh,4.13 kWh
2026-03-09 12:10:00,-441 Wh,0 Wh,-2.04 kWh,-335 Wh,-2.68 kWh,4.16 kWh
2026-03-09 12:20:00,-442 Wh,0 Wh,-2.05 kWh,-336 Wh,-2.69 kWh,4.19 kWh
2026-03-09 12:30:00,-443 Wh,0 Wh,-2.05 kWh,-336 Wh,-2.69 kWh,4.22 kWh
2026-03-09 12:40:00,-444 Wh,0 Wh,-2.05 kWh,-337 Wh,-2.71 kWh,4.24 kWh
2026-03-09 12:50:00,-445 Wh,0 Wh,-2.06 kWh,-338 Wh,-2.72 kWh,4.27 kWh
2026-03-09 13:00:00,-446 Wh,0 Wh,-2.06 kWh,-339 Wh,-2.73 kWh,4.30 kWh
2026-03-09 13:10:00,-447 Wh,0 Wh,-2.07 kWh,-339 Wh,-2.74 kWh,4.33 kWh
2026-03-09 13:20:00,-449 Wh,0 Wh,-2.07 kWh,-340 Wh,-2.75 kWh,4.36 kWh
2026-03-09 13:30:00,-450 Wh,0 Wh,-2.08 kWh,-341 Wh,-2.76 kWh,4.39 kWh
2026-03-09 13:40:00,-451 Wh,0 Wh,-2.08 kWh,-342 Wh,-2.78 kWh,4.42 kWh
2026-03-09 13:50:00,-452 Wh,0 Wh,-2.09 kWh,-342 Wh,-2.79 kWh,4.45 kWh
2026-03-09 14:00:00,-453 Wh,0 Wh,-2.09 kWh,-343 Wh,-2.80 kWh,4.48 kWh
2026-03-09 14:10:00,-454 Wh,0 Wh,-2.09 kWh,-344 Wh,-2.82 kWh,4.51 kWh
2026-03-09 14:20:00,-455 Wh,0 Wh,-2.09 kWh,-344 Wh,-2.83 kWh,4.55 kWh
2026-03-09 14:30:00,-455 Wh,0 Wh,-2.09 kWh,-345 Wh,-2.84 kWh,4.58 kWh
2026-03-09 14:40:00,-456 Wh,0 Wh,-2.09 kWh,-346 Wh,-2.86 kWh,4.61 kWh
2026-03-09 14:50:00,-457 Wh,0 Wh,-2.10 kWh,-347 Wh,-2.87 kWh,4.64 kWh
2026-03-09 15:00:00,-458 Wh,0 Wh,-2.10 kWh,-347 Wh,-2.88 kWh,4.67 kWh
2026-03-09 15:10:00,-459 Wh,0 Wh,-2.11 kWh,-348 Wh,-2.90 kWh,4.70 kWh
